season_end_year,game_id,player_points,team_points,pool
2011,0021000035,101,101,Regular season
2011,0021000044,110,110,Regular season
2011,0021000066,112,112,Regular season
2011,0021000073,105,105,Regular season
2011,0021000098,94,94,Regular season
2011,0021000119,120,120,Regular season
2011,0021000134,103,103,Regular season
2011,0021000156,95,95,Regular season
2011,0021000166,94,94,Regular season
2011,0021000179,88,88,Regular season
2011,0021000208,91,91,Regular season
2011,0021000218,123,123,Regular season
2011,0021000229,97,97,Regular season
2011,0021000241,96,96,Regular season
2011,0021000266,78,78,Regular season
2011,0021000280,92,92,Regular season
2011,0021000290,119,119,Regular season
2011,0021000305,99,99,Regular season
2011,0021000317,88,88,Regular season
2011,0021000333,88,88,Regular season
2011,0021000345,113,113,Regular season
2011,0021000356,92,92,Regular season
2011,0021000370,110,110,Regular season
2011,0021000395,99,99,Regular season
2011,0021000417,121,121,Regular season
2011,0021000423,87,87,Regular season
2011,0021000433,95,95,Regular season
2011,0021000440,95,95,Regular season
2011,0021000458,90,90,Regular season
2011,0021000479,90,90,Regular season
2011,0021000485,100,100,Regular season
2011,0021000507,111,111,Regular season
2011,0021000513,94,94,Regular season
2011,0021000526,99,99,Regular season
2011,0021000540,90,90,Regular season
2011,0021000553,95,95,Regular season
2011,0021000561,91,91,Regular season
2011,0021000576,99,99,Regular season
2011,0021000591,99,99,Regular season
2011,0021000600,96,96,Regular season
2011,0021000612,82,82,Regular season
2011,0021000627,82,82,Regular season
2011,0021000645,92,92,Regular season
2011,0021000658,92,92,Regular season
2011,0021000687,99,99,Regular season
2011,0021000693,110,110,Regular season
2011,0021000729,106,106,Regular season
2011,0021000753,90,90,Regular season
2011,0021000763,103,103,Regular season
2011,0021000780,91,91,Regular season
2011,0021000800,97,97,Regular season
2011,0021000819,106,106,Regular season
2011,0021000836,109,109,Regular season
2011,0021000851,113,113,Regular season
2011,0021000859,93,93,Regular season
2011,0021000877,83,83,Regular season
2011,0021000890,105,105,Regular season
2011,0021000902,80,80,Regular season
2011,0021000915,89,89,Regular season
2011,0021000931,87,87,Regular season
2011,0021000943,85,85,Regular season
2011,0021000953,101,101,Regular season
2011,0021000971,94,94,Regular season
2011,0021000979,118,118,Regular season
2011,0021001001,98,98,Regular season
2011,0021001014,84,84,Regular season
2011,0021001017,108,108,Regular season
2011,0021001047,132,132,Regular season
2011,0021001051,114,114,Regular season
2011,0021001074,99,99,Regular season
2011,0021001084,95,95,Regular season
2011,0021001098,85,85,Regular season
2011,0021001113,108,108,Regular season
2011,0021001124,101,101,Regular season
2011,0021001133,113,113,Regular season
2011,0021001156,97,97,Regular season
2011,0021001174,97,97,Regular season
2011,0021001180,93,93,Regular season
2011,0021001193,102,102,Regular season
2011,0021001213,103,103,Regular season
2011,0021001222,97,97,Regular season
2012,0021100003,88,88,Regular season
2012,0021100017,91,91,Regular season
2012,0021100036,108,108,Regular season
2012,0021100049,114,114,Regular season
2012,0021100062,104,104,Regular season
2012,0021100077,76,76,Regular season
2012,0021100087,99,99,Regular season
2012,0021100103,97,97,Regular season
2012,0021100110,94,94,Regular season
2012,0021100130,92,92,Regular season
2012,0021100138,111,111,Regular season
2012,0021100147,78,78,Regular season
2012,0021100162,88,88,Regular season
2012,0021100174,77,77,Regular season
2012,0021100185,86,86,Regular season
2012,0021100198,118,118,Regular season
2012,0021100222,114,114,Regular season
2012,0021100232,95,95,Regular season
2012,0021100244,110,110,Regular season
2012,0021100261,90,90,Regular season
2012,0021100277,107,107,Regular season
2012,0021100291,93,93,Regular season
2012,0021100300,98,98,Regular season
2012,0021100315,82,82,Regular season
2012,0021100327,105,105,Regular season
2012,0021100349,113,113,Regular season
2012,0021100360,108,108,Regular season
2012,0021100381,90,90,Regular season
2012,0021100391,95,95,Regular season
2012,0021100409,91,91,Regular season
2012,0021100423,121,121,Regular season
2012,0021100443,89,89,Regular season
2012,0021100457,85,85,Regular season
2012,0021100470,90,90,Regular season
2012,0021100493,110,110,Regular season
2012,0021100506,99,99,Regular season
2012,0021100520,96,96,Regular season
2012,0021100531,112,112,Regular season
2012,0021100550,96,96,Regular season
2012,0021100557,92,92,Regular season
2012,0021100575,106,106,Regular season
2012,0021100582,94,94,Regular season
2012,0021100598,111,111,Regular season
2012,0021100612,104,104,Regular season
2012,0021100629,106,106,Regular season
2012,0021100647,89,89,Regular season
2012,0021100658,89,89,Regular season
2012,0021100673,85,85,Regular season
2012,0021100683,94,94,Regular season
2012,0021100714,102,102,Regular season
2012,0021100733,91,91,Regular season
2012,0021100749,98,98,Regular season
2012,0021100763,83,83,Regular season
2012,0021100777,78,78,Regular season
2012,0021100786,93,93,Regular season
2012,0021100813,93,93,Regular season
2012,0021100835,99,99,Regular season
2012,0021100857,98,98,Regular season
2012,0021100870,96,96,Regular season
2012,0021100897,100,100,Regular season
2012,0021100907,84,84,Regular season
2012,0021100919,100,100,Regular season
2012,0021100934,72,72,Regular season
2012,0021100946,93,93,Regular season
2012,0021100973,92,92,Regular season
2012,0021100984,107,107,Regular season
2013,0021200007,93,93,Regular season
2013,0021200019,115,115,Regular season
2013,0021200031,82,82,Regular season
2013,0021200050,99,99,Regular season
2013,0021200066,91,91,Regular season
2013,0021200084,87,87,Regular season
2013,0021200098,95,95,Regular season
2013,0021200116,112,112,Regular season
2013,0021200132,80,80,Regular season
2013,0021200145,94,94,Regular season
2013,0021200165,89,89,Regular season
2013,0021200188,93,93,Regular season
2013,0021200199,92,92,Regular season
2013,0021200214,101,101,Regular season
2013,0021200235,93,93,Regular season
2013,0021200254,76,76,Regular season
2013,0021200262,95,95,Regular season
2013,0021200274,108,108,Regular season
2013,0021200288,93,93,Regular season
2013,0021200308,89,89,Regular season
2013,0021200312,96,96,Regular season
2013,0021200341,83,83,Regular season
2013,0021200353,71,71,Regular season
2013,0021200360,100,100,Regular season
2013,0021200383,110,110,Regular season
2013,0021200391,75,75,Regular season
2013,0021200408,97,97,Regular season
2013,0021200413,101,101,Regular season
2013,0021200441,87,87,Regular season
2013,0021200453,81,81,Regular season
2013,0021200465,96,96,Regular season
2013,0021200481,96,96,Regular season
2013,0021200506,118,118,Regular season
2013,0021200520,96,96,Regular season
2013,0021200534,108,108,Regular season
2013,0021200546,81,81,Regular season
2013,0021200558,97,97,Regular season
2013,0021200570,107,107,Regular season
2013,0021200584,100,100,Regular season
2013,0021200595,82,82,Regular season
2013,0021200612,95,95,Regular season
2013,0021200620,85,85,Regular season
2013,0021200636,103,103,Regular season
2013,0021200644,73,73,Regular season
2013,0021200663,93,93,Regular season
2013,0021200676,104,104,Regular season
2013,0021200687,89,89,Regular season
2013,0021200696,93,93,Regular season
2013,0021200734,96,96,Regular season
2013,0021200746,93,93,Regular season
2013,0021200766,89,89,Regular season
2013,0021200778,69,69,Regular season
2013,0021200793,96,96,Regular season
2013,0021200809,67,67,Regular season
2013,0021200813,105,105,Regular season
2013,0021200838,72,72,Regular season
2013,0021200846,98,98,Regular season
2013,0021200862,93,93,Regular season
2013,0021200877,96,96,Regular season
2013,0021200887,92,92,Regular season
2013,0021200909,83,83,Regular season
2013,0021200922,89,89,Regular season
2013,0021200935,81,81,Regular season
2013,0021200963,79,79,Regular season
2013,0021200978,113,113,Regular season
2013,0021200999,118,118,Regular season
2013,0021201019,89,89,Regular season
2013,0021201035,87,87,Regular season
2013,0021201044,104,104,Regular season
2013,0021201062,101,101,Regular season
2013,0021201085,98,98,Regular season
2013,0021201097,95,95,Regular season
2013,0021201108,86,86,Regular season
2013,0021201123,92,92,Regular season
2013,0021201131,87,87,Regular season
2013,0021201150,85,85,Regular season
2013,0021201158,98,98,Regular season
2013,0021201174,118,118,Regular season
2013,0021201176,88,88,Regular season
2013,0021201194,93,93,Regular season
2013,0021201203,102,102,Regular season
2013,0021201222,95,95,Regular season
2014,0021300002,95,95,Regular season
2014,0021300018,82,82,Regular season
2014,0021300034,104,104,Regular season
2014,0021300061,80,80,Regular season
2014,0021300079,97,97,Regular season
2014,0021300102,96,96,Regular season
2014,0021300126,96,96,Regular season
2014,0021300140,110,110,Regular season
2014,0021300151,86,86,Regular season
2014,0021300175,87,87,Regular season
2014,0021300185,95,95,Regular season
2014,0021300198,82,82,Regular season
2014,0021300209,83,83,Regular season
2014,0021300220,99,99,Regular season
2014,0021300242,93,93,Regular season
2014,0021300257,128,128,Regular season
2014,0021300279,107,107,Regular season
2014,0021300292,75,75,Regular season
2014,0021300316,74,74,Regular season
2014,0021300324,78,78,Regular season
2014,0021300337,91,91,Regular season
2014,0021300346,77,77,Regular season
2014,0021300362,82,82,Regular season
2014,0021300379,94,94,Regular season
2014,0021300381,95,95,Regular season
2014,0021300397,100,100,Regular season
2014,0021300418,95,95,Regular season
2014,0021300441,83,83,Regular season
2014,0021300454,95,95,Regular season
2014,0021300463,79,79,Regular season
2014,0021300475,94,94,Regular season
2014,0021300492,91,91,Regular season
2014,0021300513,92,92,Regular season
2014,0021300538,81,81,Regular season
2014,0021300547,103,103,Regular season
2014,0021300558,88,88,Regular season
2014,0021300566,128,128,Regular season
2014,0021300585,93,93,Regular season
2014,0021300596,103,103,Regular season
2014,0021300613,102,102,Regular season
2014,0021300622,98,98,Regular season
2014,0021300641,95,95,Regular season
2014,0021300646,89,89,Regular season
2014,0021300664,86,86,Regular season
2014,0021300683,96,96,Regular season
2014,0021300703,79,79,Regular season
2014,0021300720,70,70,Regular season
2014,0021300723,101,101,Regular season
2014,0021300738,87,87,Regular season
2014,0021300757,92,92,Regular season
2014,0021300772,100,100,Regular season
2014,0021300790,92,92,Regular season
2014,0021300803,94,94,Regular season
2014,0021300820,117,117,Regular season
2014,0021300834,79,79,Regular season
2014,0021300849,107,107,Regular season
2014,0021300855,103,103,Regular season
2014,0021300870,100,100,Regular season
2014,0021300883,109,109,Regular season
2014,0021300891,80,80,Regular season
2014,0021300909,105,105,Regular season
2014,0021300917,77,77,Regular season
2014,0021300934,95,95,Regular season
2014,0021300952,96,96,Regular season
2014,0021300968,111,111,Regular season
2014,0021300986,94,94,Regular season
2014,0021300999,85,85,Regular season
2014,0021301008,102,102,Regular season
2014,0021301022,79,79,Regular season
2014,0021301034,91,91,Regular season
2014,0021301050,89,89,Regular season
2014,0021301080,74,74,Regular season
2014,0021301097,107,107,Regular season
2014,0021301106,94,94,Regular season
2014,0021301120,105,105,Regular season
2014,0021301137,102,102,Regular season
2014,0021301144,96,96,Regular season
2014,0021301169,102,102,Regular season
2014,0021301181,106,106,Regular season
2014,0021301197,89,89,Regular season
2014,0021301208,108,108,Regular season
2014,0021301223,86,86,Regular season
2015,0021400010,104,104,Regular season
2015,0021400022,108,108,Regular season
2015,0021400035,106,106,Regular season
2015,0021400053,98,98,Regular season
2015,0021400062,95,95,Regular season
2015,0021400073,118,118,Regular season
2015,0021400086,101,101,Regular season
2015,0021400101,102,102,Regular season
2015,0021400119,100,100,Regular season
2015,0021400135,90,90,Regular season
2015,0021400154,105,105,Regular season
2015,0021400171,88,88,Regular season
2015,0021400183,87,87,Regular season
2015,0021400204,97,97,Regular season
2015,0021400209,109,109,Regular season
2015,0021400223,109,109,Regular season
2015,0021400242,102,102,Regular season
2015,0021400257,129,129,Regular season
2015,0021400263,102,102,Regular season
2015,0021400289,102,102,Regular season
2015,0021400320,105,105,Regular season
2015,0021400328,115,115,Regular season
2015,0021400349,93,93,Regular season
2015,0021400358,86,86,Regular season
2015,0021400379,103,103,Regular season
2015,0021400389,103,103,Regular season
2015,0021400410,129,129,Regular season
2015,0021400419,99,99,Regular season
2015,0021400430,113,113,Regular season
2015,0021400447,107,107,Regular season
2015,0021400460,92,92,Regular season
2015,0021400467,82,82,Regular season
2015,0021400482,106,106,Regular season
2015,0021400496,109,109,Regular season
2015,0021400512,114,114,Regular season
2015,0021400528,77,77,Regular season
2015,0021400543,86,86,Regular season
2015,0021400554,95,95,Regular season
2015,0021400566,114,114,Regular season
2015,0021400579,99,99,Regular season
2015,0021400591,119,119,Regular season
2015,0021400602,99,99,Regular season
2015,0021400620,94,94,Regular season
2015,0021400637,104,104,Regular season
2015,0021400646,102,102,Regular season
2015,0021400657,84,84,Regular season
2015,0021400679,113,113,Regular season
2015,0021400695,118,118,Regular season
2015,0021400704,93,93,Regular season
2015,0021400735,90,90,Regular season
2015,0021400758,107,107,Regular season
2015,0021400770,98,98,Regular season
2015,0021400785,104,104,Regular season
2015,0021400800,113,113,Regular season
2015,0021400806,91,91,Regular season
2015,0021400818,112,112,Regular season
2015,0021400831,87,87,Regular season
2015,0021400845,86,86,Regular season
2015,0021400862,96,96,Regular season
2015,0021400877,86,86,Regular season
2015,0021400893,97,97,Regular season
2015,0021400909,108,108,Regular season
2015,0021400912,84,84,Regular season
2015,0021400931,105,105,Regular season
2015,0021400941,91,91,Regular season
2015,0021400953,104,104,Regular season
2015,0021400967,91,91,Regular season
2015,0021400982,100,100,Regular season
2015,0021401009,103,103,Regular season
2015,0021401025,108,108,Regular season
2015,0021401033,91,91,Regular season
2015,0021401051,98,98,Regular season
2015,0021401065,116,116,Regular season
2015,0021401088,111,111,Regular season
2015,0021401118,91,91,Regular season
2015,0021401131,88,88,Regular season
2015,0021401148,94,94,Regular season
2015,0021401161,103,103,Regular season
2015,0021401173,89,89,Regular season
2015,0021401189,114,114,Regular season
2015,0021401206,113,113,Regular season
2015,0021401217,91,91,Regular season
2016,0021500002,97,97,Regular season
2016,0021500006,115,115,Regular season
2016,0021500025,94,94,Regular season
2016,0021500043,92,92,Regular season
2016,0021500053,105,105,Regular season
2016,0021500070,104,104,Regular season
2016,0021500085,93,93,Regular season
2016,0021500100,111,111,Regular season
2016,0021500132,102,102,Regular season
2016,0021500153,96,96,Regular season
2016,0021500174,103,103,Regular season
2016,0021500187,94,94,Regular season
2016,0021500213,93,93,Regular season
2016,0021500231,92,92,Regular season
2016,0021500257,92,92,Regular season
2016,0021500273,99,99,Regular season
2016,0021500292,96,96,Regular season
2016,0021500309,101,101,Regular season
2016,0021500319,100,100,Regular season
2016,0021500330,83,83,Regular season
2016,0021500348,98,98,Regular season
2016,0021500361,115,115,Regular season
2016,0021500377,98,98,Regular season
2016,0021500391,144,144,Regular season
2016,0021500400,91,91,Regular season
2016,0021500414,102,102,Regular season
2016,0021500437,105,105,Regular season
2016,0021500449,111,111,Regular season
2016,0021500463,104,104,Regular season
2016,0021500478,102,102,Regular season
2016,0021500493,108,108,Regular season
2016,0021500507,115,115,Regular season
2016,0021500522,117,117,Regular season
2016,0021500537,101,101,Regular season
2016,0021500551,105,105,Regular season
2016,0021500567,100,100,Regular season
2016,0021500573,101,101,Regular season
2016,0021500587,115,115,Regular season
2016,0021500597,77,77,Regular season
2016,0021500619,111,111,Regular season
2016,0021500634,94,94,Regular season
2016,0021500646,101,101,Regular season
2016,0021500659,96,96,Regular season
2016,0021500669,84,84,Regular season
2016,0021500697,114,114,Regular season
2016,0021500714,93,93,Regular season
2016,0021500728,96,96,Regular season
2016,0021500744,107,107,Regular season
2016,0021500757,110,110,Regular season
2016,0021500766,105,105,Regular season
2016,0021500774,91,91,Regular season
2016,0021500796,90,90,Regular season
2016,0021500803,95,95,Regular season
2016,0021500809,116,116,Regular season
2016,0021500831,126,126,Regular season
2016,0021500850,109,109,Regular season
2016,0021500865,88,88,Regular season
2016,0021500871,95,95,Regular season
2016,0021500892,111,111,Regular season
2016,0021500897,89,89,Regular season
2016,0021500927,108,108,Regular season
2016,0021500940,100,100,Regular season
2016,0021500960,101,101,Regular season
2016,0021500966,96,96,Regular season
2016,0021500991,109,109,Regular season
2016,0021501006,96,96,Regular season
2016,0021501016,118,118,Regular season
2016,0021501034,92,92,Regular season
2016,0021501049,109,109,Regular season
2016,0021501060,107,107,Regular season
2016,0021501070,94,94,Regular season
2016,0021501083,89,89,Regular season
2016,0021501099,100,100,Regular season
2016,0021501107,98,98,Regular season
2016,0021501124,103,103,Regular season
2016,0021501139,90,90,Regular season
2016,0021501150,102,102,Regular season
2016,0021501158,92,92,Regular season
2016,0021501174,98,98,Regular season
2016,0021501191,105,105,Regular season
2016,0021501208,121,121,Regular season
2016,0021501222,115,115,Regular season
2017,0021600015,105,105,Regular season
2017,0021600030,118,118,Regular season
2017,0021600043,118,118,Regular season
2017,0021600061,100,100,Regular season
2017,0021600073,104,104,Regular season
2017,0021600083,94,94,Regular season
2017,0021600096,112,112,Regular season
2017,0021600111,107,107,Regular season
2017,0021600118,98,98,Regular season
2017,0021600133,106,106,Regular season
2017,0021600156,113,113,Regular season
2017,0021600173,85,85,Regular season
2017,0021600192,95,95,Regular season
2017,0021600198,118,118,Regular season
2017,0021600210,107,107,Regular season
2017,0021600229,105,105,Regular season
2017,0021600269,90,90,Regular season
2017,0021600286,111,111,Regular season
2017,0021600296,82,82,Regular season
2017,0021600308,110,110,Regular season
2017,0021600317,91,91,Regular season
2017,0021600336,95,95,Regular season
2017,0021600350,105,105,Regular season
2017,0021600370,94,94,Regular season
2017,0021600384,97,97,Regular season
2017,0021600393,69,69,Regular season
2017,0021600414,113,113,Regular season
2017,0021600432,97,97,Regular season
2017,0021600442,91,91,Regular season
2017,0021600458,100,100,Regular season
2017,0021600465,90,90,Regular season
2017,0021600480,101,101,Regular season
2017,0021600492,101,101,Regular season
2017,0021600503,96,96,Regular season
2017,0021600517,118,118,Regular season
2017,0021600532,106,106,Regular season
2017,0021600554,123,123,Regular season
2017,0021600569,94,94,Regular season
2017,0021600571,99,99,Regular season
2017,0021600587,89,89,Regular season
2017,0021600602,107,107,Regular season
2017,0021600611,108,108,Regular season
2017,0021600624,98,98,Regular season
2017,0021600647,93,93,Regular season
2017,0021600660,102,102,Regular season
2017,0021600677,100,100,Regular season
2017,0021600683,114,114,Regular season
2017,0021600700,88,88,Regular season
2017,0021600716,121,121,Regular season
2017,0021600740,128,128,Regular season
2017,0021600749,117,117,Regular season
2017,0021600778,112,112,Regular season
2017,0021600792,92,92,Regular season
2017,0021600807,97,97,Regular season
2017,0021600816,89,89,Regular season
2017,0021600831,105,105,Regular season
2017,0021600849,104,104,Regular season
2017,0021600859,128,128,Regular season
2017,0021600871,117,117,Regular season
2017,0021600891,107,107,Regular season
2017,0021600906,94,94,Regular season
2017,0021600922,91,91,Regular season
2017,0021600938,95,95,Regular season
2017,0021600949,91,91,Regular season
2017,0021600966,94,94,Regular season
2017,0021600985,80,80,Regular season
2017,0021600991,115,115,Regular season
2017,0021601009,91,91,Regular season
2017,0021601021,107,107,Regular season
2017,0021601032,95,95,Regular season
2017,0021601051,120,120,Regular season
2017,0021601061,117,117,Regular season
2017,0021601077,107,107,Regular season
2017,0021601090,109,109,Regular season
2017,0021601122,99,99,Regular season
2017,0021601138,106,106,Regular season
2017,0021601146,117,117,Regular season
2017,0021601160,91,91,Regular season
2017,0021601173,102,102,Regular season
2017,0021601188,106,106,Regular season
2017,0021601206,122,122,Regular season
2017,0021601222,112,112,Regular season
2018,0021700014,100,100,Regular season
2018,0021700031,77,77,Regular season
2018,0021700049,112,112,Regular season
2018,0021700065,91,91,Regular season
2018,0021700079,69,69,Regular season
2018,0021700110,91,91,Regular season
2018,0021700120,105,105,Regular season
2018,0021700133,90,90,Regular season
2018,0021700153,114,114,Regular season
2018,0021700171,87,87,Regular season
2018,0021700183,94,94,Regular season
2018,0021700212,79,79,Regular season
2018,0021700222,123,123,Regular season
2018,0021700239,105,105,Regular season
2018,0021700252,94,94,Regular season
2018,0021700265,80,80,Regular season
2018,0021700276,94,94,Regular season
2018,0021700287,93,93,Regular season
2018,0021700299,99,99,Regular season
2018,0021700315,110,110,Regular season
2018,0021700322,106,106,Regular season
2018,0021700344,91,91,Regular season
2018,0021700354,96,96,Regular season
2018,0021700367,119,119,Regular season
2018,0021700380,104,104,Regular season
2018,0021700391,108,108,Regular season
2018,0021700409,103,103,Regular season
2018,0021700426,115,115,Regular season
2018,0021700444,117,117,Regular season
2018,0021700458,112,112,Regular season
2018,0021700466,112,112,Regular season
2018,0021700485,92,92,Regular season
2018,0021700501,115,115,Regular season
2018,0021700509,92,92,Regular season
2018,0021700524,119,119,Regular season
2018,0021700537,110,110,Regular season
2018,0021700547,120,120,Regular season
2018,0021700560,115,115,Regular season
2018,0021700572,127,127,Regular season
2018,0021700581,86,86,Regular season
2018,0021700593,107,107,Regular season
2018,0021700607,122,122,Regular season
2018,0021700632,107,107,Regular season
2018,0021700644,119,119,Regular season
2018,0021700657,112,112,Regular season
2018,0021700675,113,113,Regular season
2018,0021700692,128,128,Regular season
2018,0021700704,101,101,Regular season
2018,0021700717,103,103,Regular season
2018,0021700731,96,96,Regular season
2018,0021700759,108,108,Regular season
2018,0021700775,103,103,Regular season
2018,0021700795,98,98,Regular season
2018,0021700822,114,114,Regular season
2018,0021700829,90,90,Regular season
2018,0021700844,105,105,Regular season
2018,0021700859,98,98,Regular season
2018,0021700870,115,115,Regular season
2018,0021700888,104,104,Regular season
2018,0021700899,87,87,Regular season
2018,0021700907,103,103,Regular season
2018,0021700930,108,108,Regular season
2018,0021700953,89,89,Regular season
2018,0021700967,119,119,Regular season
2018,0021700977,83,83,Regular season
2018,0021700993,129,129,Regular season
2018,0021701010,106,106,Regular season
2018,0021701024,111,111,Regular season
2018,0021701039,109,109,Regular season
2018,0021701055,92,92,Regular season
2018,0021701069,102,102,Regular season
2018,0021701083,105,105,Regular season
2018,0021701089,95,95,Regular season
2018,0021701111,86,86,Regular season
2018,0021701125,92,92,Regular season
2018,0021701129,90,90,Regular season
2018,0021701144,113,113,Regular season
2018,0021701160,120,120,Regular season
2018,0021701185,104,104,Regular season
2018,0021701193,96,96,Regular season
2018,0021701205,105,105,Regular season
2018,0021701224,87,87,Regular season
2019,0021800014,108,108,Regular season
2019,0021800031,116,116,Regular season
2019,0021800044,109,109,Regular season
2019,0021800056,112,112,Regular season
2019,0021800067,106,106,Regular season
2019,0021800076,97,97,Regular season
2019,0021800091,124,124,Regular season
2019,0021800106,107,107,Regular season
2019,0021800120,105,105,Regular season
2019,0021800129,88,88,Regular season
2019,0021800143,116,116,Regular season
2019,0021800159,98,98,Regular season
2019,0021800178,99,99,Regular season
2019,0021800193,98,98,Regular season
2019,0021800204,82,82,Regular season
2019,0021800223,104,104,Regular season
2019,0021800230,83,83,Regular season
2019,0021800257,124,124,Regular season
2019,0021800273,96,96,Regular season
2019,0021800281,96,96,Regular season
2019,0021800297,107,107,Regular season
2019,0021800310,113,113,Regular season
2019,0021800321,88,88,Regular season
2019,0021800334,105,105,Regular season
2019,0021800350,90,90,Regular season
2019,0021800373,114,114,Regular season
2019,0021800383,77,77,Regular season
2019,0021800394,89,89,Regular season
2019,0021800418,91,91,Regular season
2019,0021800433,98,98,Regular season
2019,0021800447,96,96,Regular season
2019,0021800460,93,93,Regular season
2019,0021800474,90,90,Regular season
2019,0021800490,112,112,Regular season
2019,0021800507,94,94,Regular season
2019,0021800520,101,101,Regular season
2019,0021800538,89,89,Regular season
2019,0021800559,84,84,Regular season
2019,0021800569,116,116,Regular season
2019,0021800584,100,100,Regular season
2019,0021800615,112,112,Regular season
2019,0021800629,109,109,Regular season
2019,0021800637,102,102,Regular season
2019,0021800656,100,100,Regular season
2019,0021800669,105,105,Regular season
2019,0021800685,103,103,Regular season
2019,0021800692,104,104,Regular season
2019,0021800712,101,101,Regular season
2019,0021800723,101,101,Regular season
2019,0021800735,101,101,Regular season
2019,0021800752,117,117,Regular season
2019,0021800757,105,105,Regular season
2019,0021800776,118,118,Regular season
2019,0021800805,120,120,Regular season
2019,0021800820,125,125,Regular season
2019,0021800830,125,125,Regular season
2019,0021800843,99,99,Regular season
2019,0021800858,122,122,Regular season
2019,0021800875,110,110,Regular season
2019,0021800889,126,126,Regular season
2019,0021800902,106,106,Regular season
2019,0021800916,109,109,Regular season
2019,0021800928,168,168,Regular season
2019,0021800946,118,118,Regular season
2019,0021800959,96,96,Regular season
2019,0021800970,108,108,Regular season
2019,0021800980,104,104,Regular season
2019,0021800992,108,108,Regular season
2019,0021801009,107,107,Regular season
2019,0021801033,121,121,Regular season
2019,0021801047,102,102,Regular season
2019,0021801057,116,116,Regular season
2019,0021801069,126,126,Regular season
2019,0021801090,83,83,Regular season
2019,0021801110,103,103,Regular season
2019,0021801117,98,98,Regular season
2019,0021801142,101,101,Regular season
2019,0021801155,105,105,Regular season
2019,0021801167,115,115,Regular season
2019,0021801194,96,96,Regular season
2019,0021801213,86,86,Regular season
2019,0021801224,109,109,Regular season
2020,0021900003,125,125,Regular season
2020,0021900020,110,110,Regular season
2020,0021900031,84,84,Regular season
2020,0021900042,98,98,Regular season
2020,0021900055,111,111,Regular season
2020,0021900073,112,112,Regular season
2020,0021900085,95,95,Regular season
2020,0021900100,112,112,Regular season
2020,0021900105,113,113,Regular season
2020,0021900129,94,94,Regular season
2020,0021900149,120,120,Regular season
2020,0021900163,115,115,Regular season
2020,0021900175,111,111,Regular season
2020,0021900192,101,101,Regular season
2020,0021900209,109,109,Regular season
2020,0021900219,108,108,Regular season
2020,0021900226,116,116,Regular season
2020,0021900247,94,94,Regular season
2020,0021900266,90,90,Regular season
2020,0021900278,103,103,Regular season
2020,0021900298,113,113,Regular season
2020,0021900311,106,106,Regular season
2020,0021900325,98,98,Regular season
2020,0021900337,105,105,Regular season
2020,0021900345,92,92,Regular season
2020,0021900361,136,136,Regular season
2020,0021900375,73,73,Regular season
2020,0021900382,109,109,Regular season
2020,0021900399,106,106,Regular season
2020,0021900409,110,110,Regular season
2020,0021900432,119,119,Regular season
2020,0021900448,95,95,Regular season
2020,0021900477,116,116,Regular season
2020,0021900493,102,102,Regular season
2020,0021900511,98,98,Regular season
2020,0021900529,104,104,Regular season
2020,0021900545,110,110,Regular season
2020,0021900560,108,108,Regular season
2020,0021900570,105,105,Regular season
2020,0021900579,108,108,Regular season
2020,0021900593,101,101,Regular season
2020,0021900607,115,115,Regular season
2020,0021900620,89,89,Regular season
2020,0021900631,118,118,Regular season
2020,0021900647,98,98,Regular season
2020,0021900661,117,117,Regular season
2020,0021900674,81,81,Regular season
2020,0021900682,118,118,Regular season
2020,0021900695,110,110,Regular season
2020,0021900708,106,106,Regular season
2020,0021900721,118,118,Regular season
2020,0021900740,102,102,Regular season
2020,0021900765,119,119,Regular season
2020,0021900788,111,111,Regular season
2020,0021900803,114,114,Regular season
2020,0021900823,93,93,Regular season
2020,0021900839,104,104,Regular season
2020,0021900845,126,126,Regular season
2020,0021900859,122,122,Regular season
2020,0021900887,115,115,Regular season
2020,0021900907,109,109,Regular season
2020,0021900922,108,108,Regular season
2020,0021900934,102,102,Regular season
2020,0021900946,107,107,Regular season
2020,0021900962,108,108,Regular season
2021,0022000015,104,104,Regular season
2021,0022000026,106,106,Regular season
2021,0022000038,128,128,Regular season
2021,0022000050,115,115,Regular season
2021,0022000063,133,133,Regular season
2021,0022000073,96,96,Regular season
2021,0022000090,118,118,Regular season
2021,0022000106,111,111,Regular season
2021,0022000117,124,124,Regular season
2021,0022000131,115,115,Regular season
2021,0022000142,127,127,Regular season
2021,0022000160,121,121,Regular season
2021,0022000184,125,125,Regular season
2021,0022000198,117,117,Regular season
2021,0022000211,125,125,Regular season
2021,0022000229,123,123,Regular season
2021,0022000245,90,90,Regular season
2021,0022000262,103,103,Regular season
2021,0022000278,90,90,Regular season
2021,0022000298,122,122,Regular season
2021,0022000315,110,110,Regular season
2021,0022000332,103,103,Regular season
2021,0022000344,119,119,Regular season
2021,0022000353,118,118,Regular season
2021,0022000368,101,101,Regular season
2021,0022000385,129,129,Regular season
2021,0022000400,106,106,Regular season
2021,0022000420,120,120,Regular season
2021,0022000434,120,120,Regular season
2021,0022000450,105,105,Regular season
2021,0022000460,122,122,Regular season
2021,0022000474,120,120,Regular season
2021,0022000493,133,133,Regular season
2021,0022000508,97,97,Regular season
2021,0022000523,122,122,Regular season
2021,0022000531,112,112,Regular season
